alpha,beta,K,chain_variant,transition_strength,reward_mean_scale,reward_gap,reward_std,n,mean_abs_error,std_abs_error,median_abs_error,mean_abs_error_ci_low,mean_abs_error_ci_high,estimator,mean_ess_is,median_ess_is,mean_ess_norm
0.3,1.0,500,transitional,0.5,1.0,0.5,0.5,288,0.9966214749203866,0.7065979805866139,0.8095639610568348,0.9150150712893242,1.078227878551449,fqe_linear,157.54170765801828,159.54573982567035,0.31508341531603656
0.5,0.0,100,transitional,0.5,1.0,0.5,0.5,288,0.2822440086599222,0.19366534102120567,0.2569803582848627,0.25987721392948276,0.3046108033903617,fqe_linear,11.689882568049596,11.020884600968813,0.11689882568049598
0.5,0.0,500,transitional,0.5,1.0,0.5,0.5,288,0.2824998228953118,0.19456410205259217,0.2511484769089704,0.26002922846899107,0.3049704173216325,fqe_linear,35.59784928106961,33.976750016139604,0.0711956985621392
0.5,0.25,100,transitional,0.5,1.0,0.5,0.5,288,0.5937565975077157,0.4373334540868277,0.5207313497908242,0.5432480886298,0.6442651063856314,fqe_linear,11.405859751325247,11.134108030489696,0.11405859751325248
0.5,0.25,500,transitional,0.5,1.0,0.5,0.5,288,0.5945196603601516,0.4362544026679075,0.5132546240939426,0.5441357732729152,0.644903547447388,fqe_linear,35.60151270848535,33.64174142429548,0.07120302541697071
0.5,0.5,100,transitional,0.5,1.0,0.5,0.5,288,0.7012744739113486,0.33879310915937794,0.6899279984198401,0.6621465851074069,0.7404023627152903,fqe_linear,11.705159514515389,11.035252151579293,0.1170515951451539
0.5,0.5,500,transitional,0.5,1.0,0.5,0.5,288,0.7013783810869643,0.34001968287023987,0.6894445460113463,0.6621088328499618,0.7406479293239667,fqe_linear,38.1909676293389,36.9049230683534,0.0763819352586778
0.5,1.0,100,transitional,0.5,1.0,0.5,0.5,288,0.9967375813485728,0.7079502499691548,0.8102876896475537,0.914975001441776,1.0785001612553697,fqe_linear,11.641019066203683,11.113916509545968,0.11641019066203682
0.5,1.0,500,transitional,0.5,1.0,0.5,0.5,288,0.9970892019758186,0.7082337883607371,0.8134409972461265,0.9152938756572515,1.0788845282943857,fqe_linear,36.20611666331027,34.45873745102595,0.07241223332662053
0.7,0.0,100,transitional,0.5,1.0,0.5,0.5,288,0.28438715208669724,0.19399420468133838,0.2525234503420185,0.2619823762392355,0.306791927934159,fqe_linear,6.034039585607505,5.313646427444626,0.06034039585607504
0.7,0.0,500,transitional,0.5,1.0,0.5,0.5,288,0.28400607723901516,0.19417193550223685,0.2524384042040171,0.26158077490618775,0.3064313795718426,fqe_linear,12.258064653956803,10.322837357825884,0.024516129307913605
0.7,0.25,100,transitional,0.5,1.0,0.5,0.5,288,0.5946140181247945,0.43740998935050707,0.5099342423865432,0.5440966700373262,0.6451313662122629,fqe_linear,5.933309026102588,5.000181422716412,0.05933309026102588
